County,Year,MonthNo,Value
Imperial,2014,7,22.461290
Imperial,2014,8,15.351613
Imperial,2014,9,11.110000
Imperial,2014,10,14.522581
Imperial,2014,11,15.263333
Imperial,2014,12,20.161290
Imperial,2015,1,21.538710
Imperial,2015,2,21.239286
Imperial,2015,3,11.761290
Imperial,2015,4,24.300000
Imperial,2015,5,34.319355
Imperial,2015,6,22.423333
Imperial,2015,7,17.451613
Imperial,2015,8,13.938710
Imperial,2015,9,11.210000
Imperial,2015,10,11.303226
Imperial,2015,11,17.086667
Imperial,2015,12,20.003226
Imperial,2017,1,10.341935
Imperial,2017,2,14.314286
Imperial,2017,3,14.896774
Imperial,2017,4,12.876667
Imperial,2017,5,18.529032
Imperial,2017,6,20.446667
Imperial,2017,7,17.025806
Imperial,2017,8,14.664516
Imperial,2017,9,13.106667
Imperial,2017,10,17.735484
Imperial,2017,11,13.966667
Imperial,2017,12,29.683871
Imperial,2018,1,18.464516
Imperial,2018,2,17.435714
Imperial,2018,3,10.600000
Imperial,2018,4,22.783333
Imperial,2018,5,17.441935
Imperial,2018,6,16.846667
Imperial,2018,7,15.125806
Imperial,2018,8,12.122581
Imperial,2018,9,11.083333
Imperial,2018,10,10.200000
Imperial,2018,11,17.700000
Imperial,2018,12,17.783871
Imperial,2019,1,16.496774
Imperial,2019,2,11.357143
Imperial,2019,3,7.258065
Imperial,2019,4,8.860000
Imperial,2019,5,10.158065
Imperial,2019,6,13.283333
Imperial,2019,7,13.038710
Imperial,2019,8,10.280645
Imperial,2019,9,8.730000
Imperial,2019,10,10.780645
Imperial,2019,11,7.900000
Imperial,2019,12,0.000000
Inyo,2014,1,3.890323
Inyo,2014,2,3.935714
Inyo,2014,3,8.812903
Inyo,2014,4,8.913333
Inyo,2014,5,12.029032
Inyo,2014,6,13.043333
Inyo,2014,7,8.825806
Inyo,2014,8,7.770968
Inyo,2014,9,5.333333
Inyo,2014,10,5.048387
Inyo,2014,11,6.946667
Inyo,2014,12,12.312903
Inyo,2015,1,5.141935
Inyo,2015,2,6.039286
Inyo,2015,3,5.106452
Inyo,2015,4,11.480000
Inyo,2015,5,7.538710
Inyo,2015,6,9.093333
Inyo,2015,7,7.867742
Inyo,2015,8,21.138710
Inyo,2015,9,10.753333
Inyo,2015,10,4.661290
Inyo,2015,11,9.343333
Inyo,2015,12,5.125806
Inyo,2016,1,3.329032
Inyo,2016,2,5.106897
Inyo,2016,3,4.864516
Inyo,2016,4,7.536667
Inyo,2016,5,6.451613
Inyo,2016,6,8.416667
Inyo,2016,7,8.680645
Inyo,2016,8,14.109677
Inyo,2016,9,7.503333
Inyo,2016,10,5.477419
Inyo,2016,11,6.866667
Inyo,2016,12,4.841935
Inyo,2017,1,3.564516
Inyo,2017,2,4.132143
Inyo,2017,3,12.493548
Inyo,2017,4,9.476667
Inyo,2017,5,6.512903
Inyo,2017,6,7.693333
Inyo,2017,7,12.764516
Inyo,2017,8,9.812903
Inyo,2017,9,7.156667
Inyo,2017,10,9.567742
Inyo,2017,11,6.960000
Inyo,2017,12,7.938710
Inyo,2018,1,4.625806
Inyo,2018,2,5.503571
Inyo,2018,3,3.477419
Inyo,2018,4,8.023333
Inyo,2018,5,11.990323
Inyo,2018,6,9.210000
Inyo,2018,7,16.609677
Inyo,2018,8,33.006452
Inyo,2018,9,4.993333
Inyo,2018,10,4.670968
Inyo,2018,11,4.800000
Inyo,2018,12,5.332258
Inyo,2019,1,3.874194
Inyo,2019,2,4.378571
Inyo,2019,3,4.370968
Inyo,2019,4,7.336667
Inyo,2019,5,5.151613
Inyo,2019,6,6.416667
Inyo,2019,7,6.303226
Inyo,2019,8,6.548387
Inyo,2019,9,6.236667
Inyo,2019,10,10.829032
Inyo,2019,11,2.276667
Inyo,2019,12,0.000000
Kern,2014,1,50.654839
Kern,2014,2,18.457143
Kern,2014,3,14.177419
Kern,2014,4,13.730000
Kern,2014,5,13.629032
Kern,2014,6,24.840000
Kern,2014,7,16.993548
Kern,2014,8,16.332258
Kern,2014,9,15.183333
Kern,2014,10,15.683871
Kern,2014,11,39.753333
Kern,2014,12,20.938710
Kern,2015,1,44.451613
Kern,2015,2,27.071429
Kern,2015,3,13.900000
Kern,2015,4,11.750000
Kern,2015,5,9.177419
Kern,2015,6,11.873333
Kern,2015,7,13.409677
Kern,2015,8,17.919355
Kern,2015,9,14.263333
Kern,2015,10,13.367742
Kern,2015,11,24.306667
Kern,2015,12,22.909677
Kern,2016,1,19.074194
Kern,2016,2,23.268966
Kern,2016,3,9.390323
Kern,2016,4,9.616667
Kern,2016,5,8.216129
Kern,2016,6,11.350000
Kern,2016,7,13.287097
Kern,2016,8,19.329032
Kern,2016,9,15.660000
Kern,2016,10,13.941935
Kern,2016,11,28.063333
Kern,2016,12,28.503226
Kern,2017,1,16.006452
Kern,2017,2,11.003571
Kern,2017,3,15.090323
Kern,2017,4,8.683333
Kern,2017,5,9.690323
Kern,2017,6,11.926667
Kern,2017,7,15.354839
Kern,2017,8,15.177419
Kern,2017,9,12.816667
Kern,2017,10,20.541935
Kern,2017,11,23.116667
Kern,2017,12,51.180645
Kern,2018,1,36.267742
Kern,2018,2,23.285714
Kern,2018,3,9.696774
Kern,2018,4,10.243333
Kern,2018,5,10.587097
Kern,2018,6,12.086667
Kern,2018,7,18.187097
Kern,2018,8,24.961290
Kern,2018,9,14.350000
Kern,2018,10,12.293548
Kern,2018,11,31.506667
Kern,2018,12,24.961290
Kern,2019,1,23.474194
Kern,2019,2,8.410714
Kern,2019,3,8.006452
Kern,2019,4,8.633333
Kern,2019,5,8.580645
Kern,2019,6,10.700000
Kern,2019,7,11.551613
Kern,2019,8,10.409677
Kern,2019,9,9.966667
Kern,2019,10,13.635484
Kern,2019,11,14.963333
Kern,2019,12,0.000000
Kings,2014,1,50.661290
Kings,2014,2,15.692857
Kings,2014,3,8.929032
Kings,2014,4,10.140000
Kings,2014,5,8.332258
Kings,2014,6,8.600000
Kings,2014,7,9.761290
Kings,2014,8,10.003226
Kings,2014,9,11.356667
Kings,2014,10,13.483871
Kings,2014,11,35.080000
Kings,2014,12,16.970968
Kings,2015,1,35.658065
Kings,2015,2,19.925000
Kings,2015,3,10.306452
Kings,2015,4,9.973333
Kings,2015,5,8.683871
Kings,2015,6,9.143333
Kings,2015,7,8.719355
Kings,2015,8,11.590323
Kings,2015,9,13.140000
Kings,2015,10,17.522581
Kings,2015,11,22.326667
Kings,2015,12,22.700000
Kings,2016,1,18.990323
Kings,2016,2,25.006897
Kings,2016,3,12.261290
Kings,2016,4,8.653333
Kings,2016,5,8.596774
Kings,2016,6,9.403333
Kings,2016,7,11.187097
Kings,2016,8,14.783871
Kings,2016,9,15.503333
Kings,2016,10,13.829032
Kings,2016,11,26.936667
Kings,2016,12,23.467742
Kings,2017,1,14.403226
Kings,2017,2,11.275000
Kings,2017,3,14.951613
Kings,2017,4,8.590000
Kings,2017,5,9.851613
Kings,2017,6,9.170000
Kings,2017,7,11.912903
Kings,2017,8,16.909677
Kings,2017,9,14.800000
Kings,2017,10,22.138710
Kings,2017,11,23.513333
Kings,2017,12,53.241935
Kings,2018,1,30.319355
Kings,2018,2,21.739286
Kings,2018,3,9.645161
Kings,2018,4,8.500000
Kings,2018,5,8.151613
Kings,2018,6,10.103333
Kings,2018,7,14.087097
Kings,2018,8,25.335484
Kings,2018,9,14.830000
Kings,2018,10,15.135484
Kings,2018,11,38.223333
Kings,2018,12,22.877419
Kings,2019,1,21.061290
Kings,2019,2,7.778571
Kings,2019,3,7.712903
Kings,2019,4,8.673333
Kings,2019,5,6.922581
Kings,2019,6,9.100000
Kings,2019,7,9.190323
Kings,2019,8,10.258065
Kings,2019,9,10.026667
Kings,2019,10,17.225806
Kings,2019,11,19.820000
Kings,2019,12,0.000000
LA,2014,1,32.096774
LA,2014,2,22.071429
LA,2014,3,17.974194
LA,2014,4,19.183333
LA,2014,5,21.883871
LA,2014,6,25.856667
LA,2014,7,22.945161
LA,2014,8,20.148387
LA,2014,9,20.750000
LA,2014,10,20.941935
LA,2014,11,16.720000
LA,2014,12,20.987097
LA,2015,1,28.516129
LA,2015,2,27.900000
LA,2015,3,19.561290
LA,2015,4,18.710000
LA,2015,5,18.696774
LA,2015,6,22.733333
LA,2015,7,21.274194
LA,2015,8,21.580645
LA,2015,9,18.970000
LA,2015,10,16.367742
LA,2015,11,14.233333
LA,2015,12,18.274194
LA,2016,1,20.887097
LA,2016,2,20.431034
LA,2016,3,19.716129
LA,2016,4,15.556667
LA,2016,5,15.716129
LA,2016,6,24.690000
LA,2016,7,29.061290
LA,2016,8,22.877419
LA,2016,9,20.123333
LA,2016,10,17.116129
LA,2016,11,19.006667
LA,2016,12,21.132258
LA,2017,1,18.364516
LA,2017,2,13.685714
LA,2017,3,18.745161
LA,2017,4,14.366667
LA,2017,5,17.435484
LA,2017,6,20.033333
LA,2017,7,25.738710
LA,2017,8,23.187097
LA,2017,9,19.603333
LA,2017,10,21.848387
LA,2017,11,19.173333
LA,2017,12,33.300000
LA,2018,1,24.770968
LA,2018,2,19.692857
LA,2018,3,14.709677
LA,2018,4,19.106667
LA,2018,5,18.658065
LA,2018,6,23.066667
LA,2018,7,21.335484
LA,2018,8,22.641935
LA,2018,9,18.996667
LA,2018,10,17.303226
LA,2018,11,21.736667
LA,2018,12,21.241935
LA,2019,1,18.112903
LA,2019,2,11.257143
LA,2019,3,11.935484
LA,2019,4,14.113333
LA,2019,5,12.622581
LA,2019,6,15.826667
LA,2019,7,20.316129
LA,2019,8,15.851613
LA,2019,9,14.146667
LA,2019,10,19.803226
LA,2019,11,13.796667
LA,2019,12,0.000000
Lake,2014,1,0.348387
Lake,2014,2,0.321429
Lake,2014,3,0.574194
Lake,2014,4,0.766667
Lake,2014,5,0.509677
Lake,2014,6,0.880000
Lake,2014,7,0.564516
Lake,2014,8,1.716129
Lake,2014,9,1.130000
Lake,2014,10,0.435484
Lake,2014,11,0.436667
Lake,2014,12,0.451613
Lake,2015,1,0.445161
Lake,2015,2,0.392857
Lake,2015,3,0.519355
Lake,2015,4,0.546667
Lake,2015,5,0.603226
Lake,2015,6,0.756667
Lake,2015,7,0.496774
Lake,2015,8,2.190323
Lake,2015,9,0.510000
Lake,2015,10,0.406452
Lake,2015,11,0.340000
Lake,2015,12,0.341935
Lake,2016,1,0.300000
Lake,2016,2,0.327586
Lake,2016,3,0.419355
Lake,2016,4,0.406667
Lake,2016,5,0.554839
Lake,2016,6,0.533333
Lake,2016,7,0.503226
Lake,2016,8,0.848387
Lake,2016,9,1.046667
Lake,2016,10,0.354839
Lake,2016,11,0.340000
Lake,2016,12,0.335484
Lake,2017,1,0.551613
Lake,2017,2,0.185714
Lake,2017,3,0.158065
Lake,2017,4,0.396667
Lake,2017,5,0.551613
Lake,2017,6,0.683333
Lake,2017,7,0.625806
Lake,2017,8,1.916129
Lake,2017,9,1.783333
Lake,2017,10,3.403226
Lake,2017,11,0.576667
Lake,2017,12,0.580645
Lake,2018,1,0.454839
Lake,2018,2,0.292857
Lake,2018,3,0.261290
Lake,2018,4,0.713333
Lake,2018,5,0.441935
Lake,2018,6,0.630000
Lake,2018,7,0.509677
Lake,2018,8,5.464516
Lake,2018,9,0.826667
Lake,2018,10,0.625806
Lake,2018,11,6.790000
Lake,2018,12,0.729032
Madera,2014,1,37.083871
Madera,2014,2,15.653571
Madera,2014,3,11.167742
Madera,2014,4,10.736667
Madera,2014,5,5.209677
Madera,2014,6,6.823333
Madera,2014,7,6.887097
Madera,2014,8,8.700000
Madera,2014,9,9.333333
Madera,2014,10,11.041935
Madera,2014,11,30.733333
Madera,2014,12,14.725806
Madera,2015,1,31.664516
Madera,2015,2,17.460714
Madera,2015,3,8.558065
Madera,2015,4,6.886667
Madera,2015,5,8.251613
Madera,2015,6,11.170000
Madera,2015,7,10.990323
Madera,2015,8,11.293548
Madera,2015,9,11.490000
Madera,2015,10,11.325806
Madera,2015,11,16.923333
Madera,2015,12,19.093548
Madera,2016,1,14.993548
Madera,2016,2,18.427586
Madera,2016,3,11.245161
Madera,2016,4,8.166667
Madera,2016,5,7.000000
Madera,2016,6,6.640000
Madera,2016,7,7.703226
Madera,2016,8,9.867742
Madera,2016,9,11.283333
Madera,2016,10,9.364516
Madera,2016,11,18.490000
Madera,2016,12,21.548387
Madera,2017,1,11.829032
Madera,2017,2,9.300000
Madera,2017,3,10.241935
Madera,2017,4,5.226667
Madera,2017,5,6.383871
Madera,2017,6,4.846667
Madera,2017,7,9.425806
Madera,2017,8,14.238710
Madera,2017,9,11.433333
Madera,2017,10,14.335484
Madera,2017,11,14.100000
Madera,2017,12,33.764516
Madera,2018,1,21.190323
Madera,2018,2,16.400000
Madera,2018,3,6.683871
Madera,2018,4,6.663333
Madera,2018,5,5.564516
Madera,2018,6,7.190000
Madera,2018,7,12.980645
Madera,2018,8,21.235484
Madera,2018,9,12.483333
Madera,2018,10,10.000000
Madera,2018,11,23.630000
Madera,2018,12,17.029032
Madera,2019,1,14.132258
Madera,2019,2,5.900000
Madera,2019,3,5.896774
Madera,2019,4,7.293333
Madera,2019,5,6.009677
Madera,2019,6,8.553333
Madera,2019,7,8.325806
Madera,2019,8,8.264516
Madera,2019,9,4.993333
Madera,2019,10,0.000000
Madera,2019,11,0.000000
Madera,2019,12,0.000000
Marin,2014,1,16.200000
Marin,2014,2,9.842857
Marin,2014,3,10.435484
Marin,2014,4,11.790000
Marin,2014,5,11.293548
Marin,2014,6,10.666667
Marin,2014,7,6.951613
Marin,2014,8,9.196774
Marin,2014,9,10.153333
Marin,2014,10,7.422581
Marin,2014,11,11.570000
Marin,2014,12,12.303226
Marin,2015,1,22.022581
Marin,2015,2,13.146429
Marin,2015,3,11.306452
Marin,2015,4,6.623333
Marin,2015,5,6.574194
Marin,2015,6,6.923333
Marin,2015,7,3.983871
Marin,2015,8,4.561290
Marin,2015,9,5.866667
Marin,2015,10,6.167742
Marin,2015,11,4.836667
Marin,2015,12,9.280645
Marin,2016,1,8.354839
Marin,2016,2,8.575862
Marin,2016,3,4.254839
Marin,2016,4,5.233333
Marin,2016,5,7.012903
Marin,2016,6,6.310000
Marin,2016,7,5.274194
Marin,2016,8,4.635484
Marin,2016,9,5.900000
Marin,2016,10,5.835484
Marin,2016,11,7.730000
Marin,2016,12,7.958065
Marin,2017,1,8.748387
Marin,2017,2,7.117857
Marin,2017,3,7.125806
Marin,2017,4,7.016667
Marin,2017,5,7.612903
Marin,2017,6,7.893333
Marin,2017,7,8.570968
Marin,2017,8,11.122581
Marin,2017,9,13.833333
Marin,2017,10,17.609677
Marin,2017,11,7.940000
Marin,2017,12,13.070968
Marin,2018,1,13.300000
Marin,2018,2,7.564286
Marin,2018,3,5.722581
Marin,2018,4,8.736667
Marin,2018,5,6.809677
Marin,2018,6,9.243333
Marin,2018,7,6.587097
Marin,2018,8,12.077419
Marin,2018,9,8.193333
Marin,2018,10,7.993548
Marin,2018,11,39.113333
Marin,2018,12,7.109677
Marin,2019,1,7.219355
Marin,2019,2,3.253571
Marin,2019,3,3.438710
Marin,2019,4,6.976667
Marin,2019,5,6.229032
Marin,2019,6,6.796667
Marin,2019,7,6.796774
Marin,2019,8,5.425806
Marin,2019,9,5.606667
Marin,2019,10,5.903226
Marin,2019,11,5.740000
Marin,2019,12,0.000000
Mariposa,2014,1,9.703226
Mariposa,2014,2,8.382143
Mariposa,2014,3,8.061290
Mariposa,2014,4,7.346667
Mariposa,2014,5,8.825806
Mariposa,2014,6,8.576667
Mariposa,2014,7,13.083871
Mariposa,2014,8,10.887097
Mariposa,2014,9,14.970000
Mariposa,2014,10,7.658065
Mariposa,2014,11,5.116667
Mariposa,2014,12,4.529032
Mariposa,2015,1,5.267742
Mariposa,2015,2,5.475000
Mariposa,2015,3,5.790323
Mariposa,2015,4,6.423333
Mariposa,2015,5,8.661290
Mariposa,2015,6,7.240000
Mariposa,2015,7,6.832258
Mariposa,2015,8,9.164516
Mariposa,2015,9,25.083333
Mariposa,2015,10,4.816129
Mariposa,2015,11,5.563333
Mariposa,2015,12,2.970968
Mariposa,2016,1,3.032258
Mariposa,2016,2,6.255172
Mariposa,2016,3,4.819355
Mariposa,2016,4,4.840000
Mariposa,2016,5,6.119355
Mariposa,2016,6,4.376667
Mariposa,2016,7,5.090323
Mariposa,2016,8,14.200000
Mariposa,2016,9,18.353333
Mariposa,2016,10,13.761290
Mariposa,2016,11,9.170000
Mariposa,2016,12,6.761290
Mariposa,2017,1,6.422581
Mariposa,2017,2,5.671429
Mariposa,2017,3,7.125806
Mariposa,2017,4,7.553333
Mariposa,2017,5,7.558065
Mariposa,2017,6,5.033333
Mariposa,2017,7,17.861290
Mariposa,2017,8,22.300000
Mariposa,2017,9,27.770000
Mariposa,2017,10,23.783871
Mariposa,2017,11,12.953333
Mariposa,2017,12,9.838710
Mariposa,2018,1,4.777419
Mariposa,2018,2,9.110714
Mariposa,2018,3,9.209677
Mariposa,2018,4,5.286667
Mariposa,2018,5,4.006452
Mariposa,2018,6,8.836667
Mariposa,2018,7,81.125806
Mariposa,2018,8,61.016129
Mariposa,2018,9,7.056667
Mariposa,2018,10,9.945161
Mariposa,2018,11,12.576667
Mariposa,2018,12,4.758065
Mariposa,2019,1,8.151613
Mariposa,2019,2,7.439286
Mariposa,2019,3,7.516129
Mariposa,2019,4,4.940000
Mariposa,2019,5,7.103226
Mariposa,2019,6,5.736667
Mariposa,2019,7,6.396774
Mariposa,2019,8,8.012903
Mariposa,2019,9,10.953333
Mariposa,2019,10,23.048387
Mariposa,2019,11,4.296667
Mariposa,2019,12,0.000000
Mendocino,2014,1,11.661290
Mendocino,2014,2,6.617857
Mendocino,2014,3,6.216129
Mendocino,2014,4,5.650000
Mendocino,2014,5,5.474194
Mendocino,2014,6,8.343333
Mendocino,2014,7,7.254839
Mendocino,2014,8,12.325806
Mendocino,2014,9,10.836667
Mendocino,2014,10,8.290323
Mendocino,2014,11,14.193333
Mendocino,2014,12,12.354839
Mendocino,2015,1,14.141935
Mendocino,2015,2,7.182143
Mendocino,2015,3,7.622581
Mendocino,2015,4,9.820000
Mendocino,2015,5,6.693548
Mendocino,2015,6,9.213333
Mendocino,2015,7,7.816129
Mendocino,2015,8,15.745161
Mendocino,2015,9,7.126667
Mendocino,2015,10,6.767742
Mendocino,2015,11,11.310000
Mendocino,2015,12,10.400000
Mendocino,2016,1,6.961290
Mendocino,2016,2,6.920690
Mendocino,2016,3,5.312903
Mendocino,2016,4,5.843333
Mendocino,2016,5,5.622581
Mendocino,2016,6,6.143333
Mendocino,2016,7,7.003226
Mendocino,2016,8,8.335484
Mendocino,2016,9,9.873333
Mendocino,2016,10,5.583871
Mendocino,2016,11,7.803333
Mendocino,2016,12,11.635484
Mendocino,2017,1,9.080645
Mendocino,2017,2,6.210714
Mendocino,2017,3,6.370968
Mendocino,2017,4,6.126667
Mendocino,2017,5,5.787097
Mendocino,2017,6,5.143333
Mendocino,2017,7,7.564516
Mendocino,2017,8,17.167742
Mendocino,2017,9,14.263333
Mendocino,2017,10,17.906452
Mendocino,2017,11,10.206667
Mendocino,2017,12,18.680645
Mendocino,2018,1,9.825806
Mendocino,2018,2,10.146429
Mendocino,2018,3,6.970968
Mendocino,2018,4,7.403333
Mendocino,2018,5,5.464516
Mendocino,2018,6,4.900000
Mendocino,2018,7,9.654839
Mendocino,2018,8,22.932258
Mendocino,2018,9,9.360000
Mendocino,2018,10,7.612903
Mendocino,2018,11,41.536667
Mendocino,2018,12,11.767742
Mendocino,2019,1,10.835484
Mendocino,2019,2,6.535714
Mendocino,2019,3,5.274194
Mendocino,2019,4,4.540000
Mendocino,2019,5,4.264516
Mendocino,2019,6,5.293333
Mendocino,2019,7,5.883871
Mendocino,2019,8,4.861290
Mendocino,2019,9,4.410000
Mendocino,2019,10,6.641935
Mendocino,2019,11,4.980000
Mendocino,2019,12,0.000000
Merced,2014,1,27.890323
Merced,2014,2,9.192857
Merced,2014,3,4.096774
Merced,2014,4,5.110000
Merced,2014,5,3.958065
Merced,2014,6,5.150000
Merced,2014,7,4.648387
Merced,2014,8,8.696774
Merced,2014,9,11.046667
Merced,2014,10,9.619355
Merced,2014,11,24.396667
Merced,2014,12,13.464516
Merced,2015,1,28.903226
Merced,2015,2,18.475000
Merced,2015,3,7.967742
Merced,2015,4,6.383333
Merced,2015,5,5.961290
Merced,2015,6,7.866667
Merced,2015,7,8.193548
Merced,2015,8,11.912903
Merced,2015,9,11.493333
Merced,2015,10,11.183871
Merced,2015,11,16.413333
Merced,2015,12,16.196774
Merced,2016,1,13.906452
Merced,2016,2,16.186207
Merced,2016,3,5.329032
Merced,2016,4,6.706667
Merced,2016,5,8.996774
Merced,2016,6,8.623333
Merced,2016,7,10.083871
Merced,2016,8,13.409677
Merced,2016,9,14.376667
Merced,2016,10,11.496774
Merced,2016,11,16.186667
Merced,2016,12,20.064516
Merced,2017,1,11.370968
Merced,2017,2,9.942857
Merced,2017,3,8.751613
Merced,2017,4,7.456667
Merced,2017,5,9.193548
Merced,2017,6,8.016667
Merced,2017,7,8.835484
Merced,2017,8,15.903226
Merced,2017,9,15.866667
Merced,2017,10,15.774194
Merced,2017,11,16.223333
Merced,2017,12,33.135484
Merced,2018,1,20.348387
Merced,2018,2,16.200000
Merced,2018,3,6.525806
Merced,2018,4,6.760000
Merced,2018,5,7.564516
Merced,2018,6,8.873333
Merced,2018,7,13.516129
Merced,2018,8,24.409677
Merced,2018,9,14.353333
Merced,2018,10,12.161290
Merced,2018,11,32.086667
Merced,2018,12,19.625806
Merced,2019,1,17.090323
Merced,2019,2,8.125000
Merced,2019,3,8.535484
Merced,2019,4,6.306667
Merced,2019,5,5.390323
Merced,2019,6,6.690000
Merced,2019,7,6.883871
Merced,2019,8,6.887097
Merced,2019,9,6.220000
Merced,2019,10,10.867742
Merced,2019,11,9.603333
Merced,2019,12,0.000000
Mono,2014,1,0.329032
Mono,2014,2,0.182143
Mono,2014,3,0.329032
Mono,2014,4,0.953333
Mono,2014,5,1.148387
